"event","date","city","state","killed","injured","total","day","month","year","yearmonth","source","citystate"
412529,2015-09-12,"Minneapolis","Minnesota",6,0,6,"Saturday","09","2015","2015-09","Gun Violence Archive","Minnesota-Minneapolis"
412539,2015-09-12,"Minneapolis","Minnesota",3,1,4,"Saturday","09","2015","2015-09","Gun Violence Archive","Minnesota-Minneapolis"
412557,2015-09-11,"Charlotte","North Carolina",4,0,4,"Friday","09","2015","2015-09","Gun Violence Archive","North Carolina-Charlotte"
409856,2015-09-08,"Chicago","Illinois",4,0,4,"Tuesday","09","2015","2015-09","Gun Violence Archive","Illinois-Chicago"
411888,2015-09-08,"Berlin","Georgia",4,0,4,"Tuesday","09","2015","2015-09","Gun Violence Archive","Georgia-Berlin"
409732,2015-09-07,"Gary","Indiana",4,2,6,"Monday","09","2015","2015-09","Gun Violence Archive","Indiana-Gary"
409601,2015-09-07,"Denver","Colorado",4,0,4,"Monday","09","2015","2015-09","Gun Violence Archive","Colorado-Denver"
412040,2015-09-07,"Excelsior","Minnesota",0,4,4,"Monday","09","2015","2015-09","Gun Violence Archive","Minnesota-Excelsior"
408449,2015-09-05,"Charlotte","North Carolina",3,1,4,"Saturday","09","2015","2015-09","Gun Violence Archive","North Carolina-Charlotte"
408276,2015-09-05,"Daytona Beach","Florida",4,0,4,"Saturday","09","2015","2015-09","Gun Violence Archive","Florida-Daytona Beach"
409101,2015-09-05,"Las Vegas","Nevada",3,1,4,"Saturday","09","2015","2015-09","Gun Violence Archive","Nevada-Las Vegas"
408256,2015-09-05,"Columbia","Missouri",4,0,4,"Saturday","09","2015","2015-09","Gun Violence Archive","Missouri-Columbia"
404167,2015-08-30,"Memphis","Tennessee",4,1,5,"Sunday","08","2015","2015-08","Gun Violence Archive","Tennessee-Memphis"
190599,2014-09-14,"Anchorage","Alaska",6,0,6,"Sunday","09","2014","2014-09","Gun Violence Archive","Alaska-Anchorage"
189562,2014-09-11,"Detroit","Michigan",7,1,8,"Thursday","09","2014","2014-09","Gun Violence Archive","Michigan-Detroit"
188332,2014-09-06,"Orlando","Florida",4,0,4,"Saturday","09","2014","2014-09","Gun Violence Archive","Florida-Orlando"
186488,2014-09-06,"Macon","Georgia",5,0,5,"Saturday","09","2014","2014-09","Gun Violence Archive","Georgia-Macon"
185393,2014-09-04,"Flint","Michigan",5,0,5,"Thursday","09","2014","2014-09","Gun Violence Archive","Michigan-Flint"
185430,2014-09-03,"Los Angeles","California",6,0,6,"Wednesday","09","2014","2014-09","Gun Violence Archive","California-Los Angeles"
185196,2014-09-02,"Jackson","Mississippi",3,2,5,"Tuesday","09","2014","2014-09","Gun Violence Archive","Mississippi-Jackson"
184507,2014-09-02,"Highland","California",5,0,5,"Tuesday","09","2014","2014-09","Gun Violence Archive","California-Highland"
183432,2014-08-31,"Livermore","California",5,0,5,"Sunday","08","2014","2014-08","Gun Violence Archive","California-Livermore"
182974,2014-08-29,"Brooksville","Florida",1,3,4,"Friday","08","2014","2014-08","Gun Violence Archive","Florida-Brooksville"
181947,2014-08-27,"Detroit","Michigan",3,1,4,"Wednesday","08","2014","2014-08","Gun Violence Archive","Michigan-Detroit"
180007,2014-08-24,"San Fernando","California",5,4,9,"Sunday","08","2014","2014-08","Gun Violence Archive","California-San Fernando"
180018,2014-08-24,"Chicago","Illinois",3,1,4,"Sunday","08","2014","2014-08","Gun Violence Archive","Illinois-Chicago"
180580,2014-08-24,"Augusta","Georgia",3,1,4,"Sunday","08","2014","2014-08","Gun Violence Archive","Georgia-Augusta"
178425,2014-08-20,"Memphis","Tennessee",5,0,5,"Wednesday","08","2014","2014-08","Gun Violence Archive","Tennessee-Memphis"
178006,2014-08-18,"Saint Martinville","Louisiana",4,0,4,"Monday","08","2014","2014-08","Gun Violence Archive","Louisiana-Saint Martinville"
177770,2014-08-17,"East Palo Alto","California",3,1,4,"Sunday","08","2014","2014-08","Gun Violence Archive","California-East Palo Alto"
175943,2014-08-17,"Boston","Massachusetts",4,0,4,"Sunday","08","2014","2014-08","Gun Violence Archive","Massachusetts-Boston"
175911,2014-08-17,"Queens","New York",4,0,4,"Sunday","08","2014","2014-08","Gun Violence Archive","New York-Queens"
175839,2014-08-17,"Las Vegas","Nevada",4,0,4,"Sunday","08","2014","2014-08","Gun Violence Archive","Nevada-Las Vegas"
175788,2014-08-16,"Salt Lake City","Utah",6,0,6,"Saturday","08","2014","2014-08","Gun Violence Archive","Utah-Salt Lake City"
175779,2014-08-16,"Plainfield","New Jersey",3,1,4,"Saturday","08","2014","2014-08","Gun Violence Archive","New Jersey-Plainfield"
174560,2014-08-14,"Memphis","Tennessee",3,1,4,"Thursday","08","2014","2014-08","Gun Violence Archive","Tennessee-Memphis"
174544,2014-08-13,"Clarksville","Tennessee",4,0,4,"Wednesday","08","2014","2014-08","Gun Violence Archive","Tennessee-Clarksville"
175767,2014-08-13,"New Orleans","Louisiana",4,0,4,"Wednesday","08","2014","2014-08","Gun Violence Archive","Louisiana-New Orleans"
2807503,2024-01-21,"Bronx","New York",3,1,4,"Sunday","01","2024","2024-01","Gun Violence Archive","New York-Bronx"
2807473,2024-01-21,"Tinley Park","Illinois",0,4,4,"Sunday","01","2024","2024-01","Gun Violence Archive","Illinois-Tinley Park"
2807488,2024-01-20,"Palm Bay","Florida",2,3,5,"Saturday","01","2024","2024-01","Gun Violence Archive","Florida-Palm Bay"
2807528,2024-01-20,"Plantation","Florida",3,1,4,"Saturday","01","2024","2024-01","Gun Violence Archive","Florida-Plantation"
2806941,2024-01-20,"Coraopolis","Pennsylvania",3,1,4,"Saturday","01","2024","2024-01","Gun Violence Archive","Pennsylvania-Coraopolis"
2806956,2024-01-20,"Coker","Alabama",3,1,4,"Saturday","01","2024","2024-01","Gun Violence Archive","Alabama-Coker"
2805327,2024-01-19,"Baltimore","Maryland",1,3,4,"Friday","01","2024","2024-01","Gun Violence Archive","Maryland-Baltimore"
2804280,2024-01-18,"San Francisco","California",4,1,5,"Thursday","01","2024","2024-01","Gun Violence Archive","California-San Francisco"
2803737,2024-01-17,"Kansas City","Missouri",6,0,6,"Wednesday","01","2024","2024-01","Gun Violence Archive","Missouri-Kansas City"
2804615,2024-01-17,"Las Vegas","Nevada",2,2,4,"Wednesday","01","2024","2024-01","Gun Violence Archive","Nevada-Las Vegas"
2801431,2024-01-14,"Philadelphia","Pennsylvania",4,2,6,"Sunday","01","2024","2024-01","Gun Violence Archive","Pennsylvania-Philadelphia"
2801357,2024-01-14,"West Point","Mississippi",3,2,5,"Sunday","01","2024","2024-01","Gun Violence Archive","Mississippi-West Point"
2801260,2024-01-14,"Houston","Texas",4,0,4,"Sunday","01","2024","2024-01","Gun Violence Archive","Texas-Houston"
2800844,2024-01-13,"Richmond","Texas",0,4,4,"Saturday","01","2024","2024-01","Gun Violence Archive","Texas-Richmond"
2799654,2024-01-11,"Compton","California",5,0,5,"Thursday","01","2024","2024-01","Gun Violence Archive","California-Compton"
2798627,2024-01-09,"Portsmouth","Virginia",2,2,4,"Tuesday","01","2024","2024-01","Gun Violence Archive","Virginia-Portsmouth"
2796605,2024-01-07,"Abbeville","Alabama",4,0,4,"Sunday","01","2024","2024-01","Gun Violence Archive","Alabama-Abbeville"
2822517,2024-01-06,"Reedley","California",0,4,4,"Saturday","01","2024","2024-01","Gun Violence Archive","California-Reedley"
2794498,2024-01-04,"Baton Rouge","Louisiana",5,1,6,"Thursday","01","2024","2024-01","Gun Violence Archive","Louisiana-Baton Rouge"
2794194,2024-01-04,"Perry","Iowa",5,2,7,"Thursday","01","2024","2024-01","Gun Violence Archive","Iowa-Perry"
2792720,2024-01-01,"Springfield","Missouri",4,0,4,"Monday","01","2024","2024-01","Gun Violence Archive","Missouri-Springfield"
2792829,2024-01-01,"Baton Rouge","Louisiana",3,1,4,"Monday","01","2024","2024-01","Gun Violence Archive","Louisiana-Baton Rouge"
2791411,2024-01-01,"Los Angeles","California",8,2,10,"Monday","01","2024","2024-01","Gun Violence Archive","California-Los Angeles"
2840907,2024-01-01,"Maywood","Illinois",2,2,4,"Monday","01","2024","2024-01","Gun Violence Archive","Illinois-Maywood"
2735817,2023-10-21,"Monroe","Louisiana",5,1,6,"Saturday","10","2023","2023-10","Gun Violence Archive","Louisiana-Monroe"
2735260,2023-10-21,"Oakley","California",3,1,4,"Saturday","10","2023","2023-10","Gun Violence Archive","California-Oakley"
2735403,2023-10-20,"Alexandria","Louisiana",4,0,4,"Friday","10","2023","2023-10","Gun Violence Archive","Louisiana-Alexandria"
2734098,2023-10-20,"Lincoln","Nebraska",4,0,4,"Friday","10","2023","2023-10","Gun Violence Archive","Nebraska-Lincoln"
2733549,2023-10-19,"Toppenish","Washington",1,3,4,"Thursday","10","2023","2023-10","Gun Violence Archive","Washington-Toppenish"
2733136,2023-10-18,"Columbus","Ohio",4,0,4,"Wednesday","10","2023","2023-10","Gun Violence Archive","Ohio-Columbus"
2732484,2023-10-17,"Augusta","Georgia",4,0,4,"Tuesday","10","2023","2023-10","Gun Violence Archive","Georgia-Augusta"
2731511,2023-10-16,"Severn","Maryland",4,0,4,"Monday","10","2023","2023-10","Gun Violence Archive","Maryland-Severn"
2731681,2023-10-16,"Los Angeles","California",1,3,4,"Monday","10","2023","2023-10","Gun Violence Archive","California-Los Angeles"
2731021,2023-10-15,"Barnwell","South Carolina",5,1,6,"Sunday","10","2023","2023-10","Gun Violence Archive","South Carolina-Barnwell"
2730602,2023-10-15,"Minneapolis","Minnesota",4,0,4,"Sunday","10","2023","2023-10","Gun Violence Archive","Minnesota-Minneapolis"
2729845,2023-10-14,"Denver","Colorado",3,3,6,"Saturday","10","2023","2023-10","Gun Violence Archive","Colorado-Denver"
2730782,2023-10-13,"Cleveland","Mississippi",2,2,4,"Friday","10","2023","2023-10","Gun Violence Archive","Mississippi-Cleveland"
2729811,2023-10-13,"Kansas City","Missouri",5,0,5,"Friday","10","2023","2023-10","Gun Violence Archive","Missouri-Kansas City"
2728246,2023-10-12,"Princeton","Minnesota",5,0,5,"Thursday","10","2023","2023-10","Gun Violence Archive","Minnesota-Princeton"
2727876,2023-10-10,"Madison","Wisconsin",3,1,4,"Tuesday","10","2023","2023-10","Gun Violence Archive","Wisconsin-Madison"
2725771,2023-10-08,"Chicago","Illinois",8,0,8,"Sunday","10","2023","2023-10","Gun Violence Archive","Illinois-Chicago"
2725838,2023-10-08,"Indiana","Pennsylvania",8,1,9,"Sunday","10","2023","2023-10","Gun Violence Archive","Pennsylvania-Indiana"
2726444,2023-10-08,"Gonzales","Louisiana",4,1,5,"Sunday","10","2023","2023-10","Gun Violence Archive","Louisiana-Gonzales"
2725206,2023-10-07,"Chicago","Illinois",4,0,4,"Saturday","10","2023","2023-10","Gun Violence Archive","Illinois-Chicago"
2725669,2023-10-07,"Inglewood","California",3,2,5,"Saturday","10","2023","2023-10","Gun Violence Archive","California-Inglewood"
2725422,2023-10-06,"Reno","Nevada",7,0,7,"Friday","10","2023","2023-10","Gun Violence Archive","Nevada-Reno"
2725126,2023-10-06,"Florence","South Carolina",4,0,4,"Friday","10","2023","2023-10","Gun Violence Archive","South Carolina-Florence"
2725133,2023-10-06,"Washington","District of Columbia",5,0,5,"Friday","10","2023","2023-10","Gun Violence Archive","District of Columbia-Washington"
2723247,2023-10-04,"Philadelphia","Pennsylvania",4,0,4,"Wednesday","10","2023","2023-10","Gun Violence Archive","Pennsylvania-Philadelphia"
2442008,2022-10-21,"Baton Rouge","Louisiana",11,0,11,"Friday","10","2022","2022-10","Gun Violence Archive","Louisiana-Baton Rouge"
2441540,2022-10-20,"Cleveland","Ohio",5,0,5,"Thursday","10","2022","2022-10","Gun Violence Archive","Ohio-Cleveland"
2439423,2022-10-17,"Woodbridge","Virginia",0,4,4,"Monday","10","2022","2022-10","Gun Violence Archive","Virginia-Woodbridge"
2438904,2022-10-16,"El Paso","Texas",3,1,4,"Sunday","10","2022","2022-10","Gun Violence Archive","Texas-El Paso"
2438505,2022-10-16,"Atlanta","Georgia",4,0,4,"Sunday","10","2022","2022-10","Gun Violence Archive","Georgia-Atlanta"
2439294,2022-10-16,"Lancaster","California",4,0,4,"Sunday","10","2022","2022-10","Gun Violence Archive","California-Lancaster"
2438461,2022-10-16,"Harrisonburg","Virginia",8,0,8,"Sunday","10","2022","2022-10","Gun Violence Archive","Virginia-Harrisonburg"
2438121,2022-10-15,"Denver","Colorado",7,1,8,"Saturday","10","2022","2022-10","Gun Violence Archive","Colorado-Denver"
2438154,2022-10-15,"Worcester","Massachusetts",6,0,6,"Saturday","10","2022","2022-10","Gun Violence Archive","Massachusetts-Worcester"
2438723,2022-10-15,"Itta Bena","Mississippi",7,2,9,"Saturday","10","2022","2022-10","Gun Violence Archive","Mississippi-Itta Bena"
2438494,2022-10-15,"Freeport","New York",4,0,4,"Saturday","10","2022","2022-10","Gun Violence Archive","New York-Freeport"
2438482,2022-10-15,"Pittsburgh","Pennsylvania",1,3,4,"Saturday","10","2022","2022-10","Gun Violence Archive","Pennsylvania-Pittsburgh"
2437284,2022-10-14,"Philadelphia","Pennsylvania",4,0,4,"Friday","10","2022","2022-10","Gun Violence Archive","Pennsylvania-Philadelphia"
2436826,2022-10-13,"Raleigh","North Carolina",2,5,7,"Thursday","10","2022","2022-10","Gun Violence Archive","North Carolina-Raleigh"
2437177,2022-10-13,"New Bern","North Carolina",4,0,4,"Thursday","10","2022","2022-10","Gun Violence Archive","North Carolina-New Bern"
2437630,2022-10-13,"Lanett","Alabama",6,0,6,"Thursday","10","2022","2022-10","Gun Violence Archive","Alabama-Lanett"
2434847,2022-10-10,"Delano","California",3,1,4,"Monday","10","2022","2022-10","Gun Violence Archive","California-Delano"
2434247,2022-10-09,"Inman","South Carolina",0,5,5,"Sunday","10","2022","2022-10","Gun Violence Archive","South Carolina-Inman"
2434128,2022-10-09,"Miami","Florida",3,1,4,"Sunday","10","2022","2022-10","Gun Violence Archive","Florida-Miami"
2439284,2022-10-09,"Henryetta","Oklahoma",0,4,4,"Sunday","10","2022","2022-10","Gun Violence Archive","Oklahoma-Henryetta"
2434326,2022-10-09,"Jacksonville","Arkansas",3,1,4,"Sunday","10","2022","2022-10","Gun Violence Archive","Arkansas-Jacksonville"
2433539,2022-10-09,"Tampa","Florida",6,1,7,"Sunday","10","2022","2022-10","Gun Violence Archive","Florida-Tampa"
2434062,2022-10-09,"Beaumont","Texas",5,0,5,"Sunday","10","2022","2022-10","Gun Violence Archive","Texas-Beaumont"
2440211,2022-10-08,"Hurtsboro","Alabama",2,2,4,"Saturday","10","2022","2022-10","Gun Violence Archive","Alabama-Hurtsboro"
2433352,2022-10-08,"Berkeley","California",3,1,4,"Saturday","10","2022","2022-10","Gun Violence Archive","California-Berkeley"
2154283,2021-10-29,"Poughkeepsie","New York",5,0,5,"Friday","10","2021","2021-10","Gun Violence Archive","New York-Poughkeepsie"
2155826,2021-10-29,"Kalamazoo","Michigan",4,0,4,"Friday","10","2021","2021-10","Gun Violence Archive","Michigan-Kalamazoo"
2153285,2021-10-28,"Las Vegas","Nevada",4,0,4,"Thursday","10","2021","2021-10","Gun Violence Archive","Nevada-Las Vegas"
2153779,2021-10-28,"Nashville","Tennessee",3,1,4,"Thursday","10","2021","2021-10","Gun Violence Archive","Tennessee-Nashville"
2150274,2021-10-25,"Boise","Idaho",3,2,5,"Monday","10","2021","2021-10","Gun Violence Archive","Idaho-Boise"
2154085,2021-10-24,"Gonzales","California",2,2,4,"Sunday","10","2021","2021-10","Gun Violence Archive","California-Gonzales"
2150037,2021-10-24,"Crenshaw","Mississippi",3,2,5,"Sunday","10","2021","2021-10","Gun Violence Archive","Mississippi-Crenshaw"
2148921,2021-10-23,"Florence","South Carolina",6,0,6,"Saturday","10","2021","2021-10","Gun Violence Archive","South Carolina-Florence"
2148891,2021-10-23,"Ontario","California",4,1,5,"Saturday","10","2021","2021-10","Gun Violence Archive","California-Ontario"
2148633,2021-10-23,"Fort Valley","Georgia",7,1,8,"Saturday","10","2021","2021-10","Gun Violence Archive","Georgia-Fort Valley"
2148282,2021-10-22,"Chicago","Illinois",5,0,5,"Friday","10","2021","2021-10","Gun Violence Archive","Illinois-Chicago"
2148946,2021-10-22,"Renton","Washington",4,0,4,"Friday","10","2021","2021-10","Gun Violence Archive","Washington-Renton"
2148401,2021-10-22,"Baltimore","Maryland",7,0,7,"Friday","10","2021","2021-10","Gun Violence Archive","Maryland-Baltimore"
2147114,2021-10-21,"Brooklyn","New York",4,0,4,"Thursday","10","2021","2021-10","Gun Violence Archive","New York-Brooklyn"
2147301,2021-10-21,"Tacoma","Washington",0,4,4,"Thursday","10","2021","2021-10","Gun Violence Archive","Washington-Tacoma"
2147042,2021-10-20,"Farwell","Michigan",0,4,4,"Wednesday","10","2021","2021-10","Gun Violence Archive","Michigan-Farwell"
2145931,2021-10-19,"Kenosha","Wisconsin",2,2,4,"Tuesday","10","2021","2021-10","Gun Violence Archive","Wisconsin-Kenosha"
2143277,2021-10-17,"Grambling","Louisiana",7,1,8,"Sunday","10","2021","2021-10","Gun Violence Archive","Louisiana-Grambling"
2143113,2021-10-17,"Saint Louis","Missouri",3,1,4,"Sunday","10","2021","2021-10","Gun Violence Archive","Missouri-Saint Louis"
2143765,2021-10-17,"Houston","Texas",7,0,7,"Sunday","10","2021","2021-10","Gun Violence Archive","Texas-Houston"
2143889,2021-10-17,"Colorado Springs","Colorado",5,0,5,"Sunday","10","2021","2021-10","Gun Violence Archive","Colorado-Colorado Springs"
2144160,2021-10-17,"Racine","Wisconsin",6,0,6,"Sunday","10","2021","2021-10","Gun Violence Archive","Wisconsin-Racine"
2143479,2021-10-17,"Pine Bluff","Arkansas",8,1,9,"Sunday","10","2021","2021-10","Gun Violence Archive","Arkansas-Pine Bluff"
2143499,2021-10-17,"Pine Bluff","Arkansas",3,1,4,"Sunday","10","2021","2021-10","Gun Violence Archive","Arkansas-Pine Bluff"
2143605,2021-10-17,"Jackson","Mississippi",3,3,6,"Sunday","10","2021","2021-10","Gun Violence Archive","Mississippi-Jackson"
1828019,2020-10-18,"Nashville","Tennessee",4,0,4,"Sunday","10","2020","2020-10","Gun Violence Archive","Tennessee-Nashville"
1826680,2020-10-17,"Lockport","New York",5,1,6,"Saturday","10","2020","2020-10","Gun Violence Archive","New York-Lockport"
1826613,2020-10-17,"Rock Hill","South Carolina",5,0,5,"Saturday","10","2020","2020-10","Gun Violence Archive","South Carolina-Rock Hill"
1826444,2020-10-16,"San Jose","California",4,2,6,"Friday","10","2020","2020-10","Gun Violence Archive","California-San Jose"
1825525,2020-10-16,"Orlando","Florida",1,3,4,"Friday","10","2020","2020-10","Gun Violence Archive","Florida-Orlando"
1826655,2020-10-16,"Mesa","Arizona",6,1,7,"Friday","10","2020","2020-10","Gun Violence Archive","Arizona-Mesa"
1826675,2020-10-16,"San Francisco","California",3,1,4,"Friday","10","2020","2020-10","Gun Violence Archive","California-San Francisco"
1824979,2020-10-15,"Lafayette","Louisiana",2,2,4,"Thursday","10","2020","2020-10","Gun Violence Archive","Louisiana-Lafayette"
1825896,2020-10-15,"Baltimore","Maryland",7,0,7,"Thursday","10","2020","2020-10","Gun Violence Archive","Maryland-Baltimore"
1824073,2020-10-14,"Philadelphia","Pennsylvania",4,0,4,"Wednesday","10","2020","2020-10","Gun Violence Archive","Pennsylvania-Philadelphia"
1821574,2020-10-12,"Myrtle Beach","South Carolina",3,2,5,"Monday","10","2020","2020-10","Gun Violence Archive","South Carolina-Myrtle Beach"
1821496,2020-10-11,"Atlanta","Georgia",4,0,4,"Sunday","10","2020","2020-10","Gun Violence Archive","Georgia-Atlanta"
1820156,2020-10-10,"Chicago","Illinois",3,1,4,"Saturday","10","2020","2020-10","Gun Violence Archive","Illinois-Chicago"
1823101,2020-10-10,"Kingstree","South Carolina",8,0,8,"Saturday","10","2020","2020-10","Gun Violence Archive","South Carolina-Kingstree"
1819955,2020-10-10,"Saint Louis (Jennings)","Missouri",2,2,4,"Saturday","10","2020","2020-10","Gun Violence Archive","Missouri-Saint Louis (Jennings)"
